"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JFUJAIIG","conferencePaper","2010","Wang, Jingxuan","Discussion on guarantee mechanisms of non-profit utilization of government information resources in China","Proceedings of the 4th International Conference on Theory and Practice of Electronic Governance - ICEGOV '10","978-1-4503-0058-2","","10.1145/1930321.1930376","http://portal.acm.org/citation.cfm?doid=1930321.1930376","","2010","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","261","","","","","","","","","","","ACM Press","Beijing, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 4th International Conference","","","","","","","","","","","","","","",""
"2CVVUP9F","conferencePaper","2013","Wang, Fang; Yan, Weitao; Song, Peng","Conceptualization of the public's expectation on government micro-blogs","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591938","https://dl.acm.org/doi/10.1145/2591888.2591938","","2013-10-22","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","272-279","","","","","","","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"V77NXYEC","conferencePaper","2010","Wang, Fang; Chen, Yongbo","From potential users to practical users: use of e-government service by Chinese migrant farmer workers","Proceedings of the 4th International Conference on Theory and Practice of Electronic Governance - ICEGOV '10","978-1-4503-0058-2","","10.1145/1930321.1930380","http://portal.acm.org/citation.cfm?doid=1930321.1930380","","2010","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","279","","","","","","From potential users to practical users","","","","","ACM Press","Beijing, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 4th International Conference","","","","","","","","","","","","","","",""
"RU3X95VH","bookSection","2018","Virkar, Shefali; Viale Pereira, Gabriela","Exploring Open Data State-of-the-Art: A Review of the Social, Economic and Political Impacts","Electronic Government","978-3-319-98689-0 978-3-319-98690-6","","","http://link.springer.com/10.1007/978-3-319-98690-6_17","","2018","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","196-207","","","11020","","","Exploring Open Data State-of-the-Art","","","","","Springer International Publishing","Cham","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-319-98690-6_17","","","","","","Parycek, Peter; Glassey, Olivier; Janssen, Marijn; Scholl, Hans Jochen; Tambouris, Efthimios; Kalampokis, Evangelos; Virkar, Shefali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WWAUKCWA","bookSection","2002","Virili, Francesco; Sorrentino, Maddalena","Reconfiguring the Political Value Chain: The Potential Role of Web Services","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_9","","2002","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","61-68","","","2456","","","Reconfiguring the Political Value Chain","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_9","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3UG9DX2","bookSection","2002","Vintar, Mirko; Leben, Anamarija","The Concepts of an Active Life-Event Public Portal","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_62","","2002","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","383-390","","","2456","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_62","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PK8EVAA6","conferencePaper","2018","Vila, Roman A.; Estevez, Elsa; Fillottrani, Pablo R.","The design and use of dashboards for driving decision-making in the public sector","Proceedings of the 11th International Conference on Theory and Practice of Electronic Governance","978-1-4503-5421-9","","10.1145/3209415.3209467","https://dl.acm.org/doi/10.1145/3209415.3209467","","2018-04-04","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","382-388","","","","","","","","","","","ACM","Galway Ireland","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '18: 11th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"C3FPAEXG","conferencePaper","2014","Wihlborg, Elin","Legitimate E-Government -- Public E-Services as a Facilitator of Political Legitimacy","2014 47th Hawaii International Conference on System Sciences","978-1-4799-2504-9","","10.1109/HICSS.2014.271","http://ieeexplore.ieee.org/document/6758869/","","2014-01","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","2148-2157","","","","","","","","","","","IEEE","Waikoloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014 47th Hawaii International Conference on System Sciences (HICSS)","","","","","","","","","","","","","","",""
"G68MBWMK","bookSection","2010","Welp, Yanina","ICT’s for Democracy in Latin America?","Electronic Participation","978-3-642-15157-6 978-3-642-15158-3","","","http://link.springer.com/10.1007/978-3-642-15158-3_4","","2010","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","42-53","","","6229","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-642-15158-3_4","","","","","","Tambouris, Efthimios; Macintosh, Ann; Glassey, Olivier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A34M97UI","conferencePaper","2009","Waema, Timothy Mwololo; Musyoka, Jason Muthama","Shifting shores: investigating how the shift from electronic to mobile government interacts with the development practice in Kenya","Proceedings of the 3rd International Conference on Theory and Practice of Electronic Governance - ICEGOV '09","978-1-60558-663-2","","10.1145/1693042.1693081","http://portal.acm.org/citation.cfm?doid=1693042.1693081","","2009","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","191","","","","","","Shifting shores","","","","","ACM Press","Bogota, Columbia","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 3rd International Conference","","","","","","","","","","","","","","",""
"BAJTBJ7A","bookSection","2004","Verginadis, Giannis; Gouscos, Dimitris; Mentzas, Gregoris","Modeling e-Government Service Workflows Through Recurring Patterns","Electronic Government","978-3-540-22916-2 978-3-540-30078-6","","","http://link.springer.com/10.1007/978-3-540-30078-6_84","","2004","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","483-488","","","3183","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-30078-6_84","","","","","","Traunmüller, Roland","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Dough; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSQWVLM2","conferencePaper","2018","Velikanov, C.","Direct deliberative democracy: combining normative rightness with epistemic soundness","Proceedings of the 19th Annual International Conference on Digital Government Research: Governance in the Data Age","978-1-4503-6526-0","","10.1145/3209281.3209384","https://dl.acm.org/doi/10.1145/3209281.3209384","","2018-05-30","2022-04-24 14:54:04","2022-04-24 14:54:04","2022-04-24 14:54:00","1-11","","","","","","Direct deliberative democracy","","","","","ACM","Delft The Netherlands","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dg.o '18: 19th Annual International Conference on Digital Government Research","","","","","","","","","","","","","","",""
"IWFIQI98","bookSection","2002","Vassilakis, C.; Laskaridis, G.; Lepouras, G.; Rouvas, S.; Georgiadis, P.","Transactional e-Government Services: An Integrated Approach","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_44","","2002","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","276-279","","","2456","","","Transactional e-Government Services","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_44","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DFF89SK","bookSection","2003","Varavithya, Wanchai; Esichaikul, Vatcharaporn","The Development of Electronic Government: A Case Study of Thailand","Electronic Government","978-3-540-40845-1 978-3-540-45239-3","","","http://link.springer.com/10.1007/10929179_85","","2003","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","464-467","","","2739","","","The Development of Electronic Government","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/10929179_85","","","","","","Traunmüller, Roland","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJVXWBH7","conferencePaper","2010","van Wamelen, Johan","Governance of IT in the network society","Proceedings of the 4th International Conference on Theory and Practice of Electronic Governance - ICEGOV '10","978-1-4503-0058-2","","10.1145/1930321.1930366","http://portal.acm.org/citation.cfm?doid=1930321.1930366","","2010","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","216","","","","","","","","","","","ACM Press","Beijing, China","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","the 4th International Conference","","","","","","","","","","","","","","",""
"LHE9RBV8","conferencePaper","2013","van Dijk, Jan; Kalidien, Sandra; Choenni, Sunil","Development, implementation and use of a judicial data space system","Proceedings of the 7th International Conference on Theory and Practice of Electronic Governance","978-1-4503-2456-4","","10.1145/2591888.2591917","https://dl.acm.org/doi/10.1145/2591888.2591917","","2013-10-22","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","174-181","","","","","","","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICEGOV '13: 7th International Conference on Theory and Practice of Electronic Governance","","","","","","","","","","","","","","",""
"U3J2H5N5","bookSection","2008","van Velsen, Lex; van der Geest, Thea; ter Hedde, Marc; Derks, Wijnand","Engineering User Requirements for e-Government Services: A Dutch Case Study","Electronic Government","978-3-540-85203-2 978-3-540-85204-9","","","http://link.springer.com/10.1007/978-3-540-85204-9_21","","2008","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","243-254","","","5184","","","Engineering User Requirements for e-Government Services","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-85204-9_21","","","","","","Wimmer, Maria A.; Scholl, Hans J.; Ferro, Enrico","Hutchison, David; Kanade, Takeo; Kittler, Josef; Kleinberg, Jon M.; Mattern, Friedemann; Mitchell, John C.; Naor, Moni; Nierstrasz, Oscar; Pandu Rangan, C.; Steffen, Bernhard; Sudan, Madhu; Terzopoulos, Demetri; Tygar, Doug; Vardi, Moshe Y.; Weikum, Gerhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8ATXHR6","bookSection","2002","van Rossum, Martin; Chauvel, Daniele; Mangham, Alasdair","BRAINCHILD, Building a Constituency for Future Research in Knowledge Management for Local Administrations","Electronic Government","978-3-540-44121-2 978-3-540-46138-8","","","http://link.springer.com/10.1007/978-3-540-46138-8_4","","2002","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","26-32","","","2456","","","","","","","","Springer Berlin Heidelberg","Berlin, Heidelberg","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-540-46138-8_4","","","","","","Traunmüller, Roland; Lenk, Klaus","Goos, Gerhard; Hartmanis, Juris; van Leeuwen, Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNFJLR22","conferencePaper","2007","Van Overeem, Arnold; Witters, Johan; Peristeras, Vassilios","An Interoperability Framework for Pan-European E-Government Services (PEGS)","2007 40th Annual Hawaii International Conference on System Sciences (HICSS'07)","978-0-7695-2755-0","","10.1109/HICSS.2007.68","https://ieeexplore.ieee.org/document/4076384/","","2007-01","2022-04-24 14:54:03","2022-04-24 14:54:03","2022-04-24 14:54:00","7-7","","","","","","","","","","","IEEE","Waikoloa, HI","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 40th Annual Hawaii International Conference on System Sciences","","","","","","","","","","","","","","",""
